20230203-BOL-ORG-151-105331-0203-105327933_1,Entry
20230203-BOL-ORG-114-122331-0203-122327227_1,Entry
20230203-BOL-ORG-017-130531-0203-130526796_1,Entry
20230203-BOL-ORG-017-130831-0203-130827471_1,Entry
20230203-BOL-ORG-024-130331-0203-130327423_1,Entry
20230203-BOL-ORG-044-130431-0203-130427063_1,Entry
20230203-BOL-ORG-068-130331-0203-130326822_1,Entry
20230203-BOL-ORG-194-120100-0203-130333109_1,Entry
20230202-BOL-ORG-041-081728-0202-081728636_1,Entry
20230202-BOL-ORG-101-123328-0202-123328220_1,Entry
20230203-BOL-ORG-003-115831-0203-115827518_1,Entry
20230203-BOL-ORG-003-115831-0203-115827731_1,Entry
20230203-BOL-ORG-017-115531-0203-115527715_1,Entry
20230203-BOL-ORG-086-121731-0203-121727005_1,Entry
20230203-BOL-ORG-128-114731-0203-114727116_1,Entry
20230202-BOL-ORG-103-195400-0202-200215676_1,Entry
20230202-BOL-ORG-008-182200-0202-182501348_1,Entry
20230202-BOL-ORG-032-185200-0202-185606873_1,Entry
20230202-BOL-ORG-074-172000-0202-172213419_1,Entry
20230202-BOL-ORG-101-212900-0202-213206424_1,Entry
20230202-BOL-ORG-215-185500-0202-020753367_1,Entry
20230202-BOL-ORG-215-185500-0202-020753762_1,Entry
20230203-BOL-ORG-038-122300-0203-122844062_1,Entry
20230203-BOL-ORG-060-090000-0203-090440031_1,Entry
20230203-BOL-ORG-084-101031-0203-101027848_1,Entry
20230203-BOL-ORG-152-114233-0203-114229797_1,Entry
20230203-BOL-ORG-152-114232-0203-114229622_1,Entry
20230203-BOL-ORG-152-114232-0203-114228106_1,Entry
20230203-BOL-ORG-152-114231-0203-114227669_1,Entry
20230203-BOL-ORG-152-114231-0203-114227444_1,Entry
20230203-BOL-ORG-152-124631-0203-124627334_1,Entry
20230203-BOL-ORG-152-124631-0203-124627446_1,Entry
20230203-BOL-ORG-152-114233-0203-114229697_1,Entry
20230203-BOL-ORG-152-114232-0203-114229654_1,Entry
20230203-BOL-ORG-152-114231-0203-114228029_1,Entry
20230203-BOL-ORG-152-114232-0203-114229123_1,Entry
20230203-BOL-ORG-152-114231-0203-114227754_1,Entry
20230203-BOL-ORG-152-114231-0203-114227647_1,Entry
20230203-BOL-ORG-152-114231-0203-114227581_1,Entry
20230203-BOL-ORG-152-114231-0203-114227528_1,Entry
20230203-BOL-ORG-152-124631-0203-124627415_1,Entry
20230203-BOL-ORG-152-124631-0203-124627511_1,Entry
20230203-BOL-ORG-024-131331-0203-131326815_1,Entry
20230203-BOL-ORG-068-122931-0203-122927176_1,Entry
20230203-BOL-ORG-254-072500-0203-092842690_1,Entry
20230203-BOL-ORG-172-131400-0203-131600328_1,Entry
20230203-BOL-ORG-172-131400-0203-131600500_1,Entry
20230203-BOL-ORG-172-131400-0203-131559816_1,Entry
20230203-BOL-ORG-172-131400-0203-131559985_1,Entry
20230203-BOL-ORG-172-131400-0203-131559126_1,Entry
20230203-BOL-ORG-172-131400-0203-131559289_1,Entry
20230203-BOL-ORG-172-131400-0203-131558379_1,Entry
20230203-BOL-ORG-172-131400-0203-131558537_1,Entry
20230203-BOL-ORG-194-120600-0203-130937078_1,Entry
20230203-BOL-ORG-194-120600-0203-130937185_1,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
,Entry
